Date,Open,High,Low,Close,Volume,Market Cap
Jul 27 2017,42.35,42.62,41.39,42.14,81714000,2210020000
Jul 26 2017,42.29,42.7,40.63,42.23,121389000,2206000000
Jul 25 2017,44.48,44.79,41.07,42.24,206307000,2319870000
Jul 24 2017,44.16,44.81,43.29,44.41,158532000,2302370000
Jul 23 2017,46.63,46.64,42.94,44.06,219257000,2430320000
Jul 22 2017,45.77,46.8,45.45,46.56,132333000,2385020000
Jul 21 2017,45.07,47.45,44.52,45.76,286020000,2347580000
Jul 20 2017,40.96,45.45,40.96,45.02,354802000,2132670000
Jul 19 2017,44.35,44.42,40.56,40.86,246377000,2308550000
Jul 18 2017,42.62,45.33,41.47,44.3,380816000,2218090000
Jul 17 2017,41.19,43.07,40.17,42.67,355036000,2142760000
Jul 16 2017,38.92,41.97,36.38,40.91,393366000,2024150000
Jul 15 2017,42.81,42.81,37.78,38.92,327332000,2225560000
Jul 14 2017,46.36,46.48,40.8,42.8,320419000,2409670000
Jul 13 2017,48.72,49.05,45.39,46.33,229105000,2531820000
Jul 12 2017,45.26,49.07,44.07,48.75,369964000,2350960000
Jul 11 2017,46.27,47.39,43.65,45.33,400045000,2403210000
Jul 10 2017,49.91,50.53,44.74,46.58,373253000,2591230000
Jul 09 2017,52.36,53.31,49.53,49.58,409244000,2717950000
Jul 08 2017,46.64,52.75,44.67,52.14,604987000,2420160000
Jul 07 2017,51.1,51.14,45.63,46.58,553712000,2650900000
Jul 06 2017,53.2,53.2,50.12,51.13,461149000,2758680000
Jul 05 2017,55.27,56.03,50.6,53.19,790609000,2865630000
Jul 04 2017,46.56,55.42,46.56,55.33,1101750000,2413260000
Jul 03 2017,41.48,48.4,40.97,46.43,729938000,2149160000
Jul 02 2017,38.95,43.27,37.8,41.57,315630000,2017570000
Jul 01 2017,40.4,40.58,38.47,38.99,225507000,2092370000
Jun 30 2017,41.04,41.75,40.17,40.35,251184000,2124870000
Jun 29 2017,42.83,42.83,40.35,41.07,300131000,2216710000
Jun 28 2017,40.82,43.61,39.18,42.85,353444000,2111870000
Jun 27 2017,41.13,41.39,36.2,40.54,565265000,2127600000
Jun 26 2017,44.04,44.35,37.55,41.13,538072000,2277350000
Jun 25 2017,44.49,46.22,43.05,43.92,354372000,2300180000
Jun 24 2017,47.25,47.44,44.01,44.49,321214000,2442000000
Jun 23 2017,47.75,48.42,47.27,47.34,284270000,2467280000
Jun 22 2017,47.72,48.85,45.87,47.71,445323000,2465100000
Jun 21 2017,47.3,49.73,44.22,47.79,640054000,2442610000
Jun 20 2017,50.41,51.47,45.75,47.22,612935000,2602590000
Jun 19 2017,46.16,53.55,44.99,50.32,1342360000,2382490000
Jun 18 2017,47.44,47.44,42.43,46.04,1016220000,2447790000
Jun 17 2017,36.18,49.3,36.18,47.65,1730780000,1866370000
Jun 16 2017,30.28,35.7,29.55,35.7,515973000,1561380000
Jun 15 2017,30.22,30.37,27.31,30.22,314502000,1557670000
Jun 14 2017,30.74,32.06,29.32,30.22,278323000,1584220000
Jun 13 2017,29.49,30.64,29.33,30.64,150455000,1519410000
Jun 12 2017,33.23,33.23,27.8,29.5,372663000,1711460000
Jun 11 2017,30.5,33.56,30.16,33.22,406218000,1570430000
Jun 10 2017,29.68,30.59,29.66,30.44,202679000,1528070000
Jun 09 2017,30.19,30.59,29.62,29.68,176841000,1553630000
Jun 08 2017,28.38,30.34,27.88,30.21,229005000,1460360000
Jun 07 2017,30.57,30.68,28.37,28.39,264597000,1572550000
Jun 06 2017,30.84,31.33,29.26,30.55,321099000,1586150000
Jun 05 2017,28.09,30.99,28.09,30.84,366901000,1444260000
Jun 04 2017,27.65,27.94,26.95,27.94,204435000,1421270000
Jun 03 2017,29.04,29.17,26.63,27.66,290556000,1492070000
Jun 02 2017,28.9,29.89,27.74,28.94,332251000,1484470000
Jun 01 2017,25.34,29.62,25.3,28.8,420473000,1301540000
May 31 2017,24.29,25.57,23.18,25.3,298675000,1247240000
May 30 2017,25.32,26.13,24.03,24.14,216944000,1299460000
May 29 2017,24.32,25.69,23.28,25.21,219796000,1248110000
May 28 2017,24.01,26.07,22.11,24.22,377039000,1231490000
May 27 2017,23.4,25.43,20.1,23.74,505424000,1200170000
May 26 2017,30.33,31.32,22.56,23.75,484254000,1554680000
May 25 2017,34.47,36.21,28.87,29.9,687651000,1766650000
May 24 2017,32.12,35.16,31.71,34.45,196292000,1645910000
May 23 2017,25.3,32.11,24.93,32.11,216875000,1296170000
May 22 2017,26.14,27.5,23.27,25.38,164829000,1338680000
May 21 2017,27.48,28.74,25.73,26.3,104882000,1406610000
May 20 2017,27.68,28.16,27.2,27.51,59065000,1416690000
May 19 2017,28.29,28.41,26.78,27.7,96923800,1447310000
May 18 2017,25.17,29.01,25.12,28.36,115830000,1287210000
May 17 2017,23.24,25.95,20.8,25.4,141118000,1188550000
May 16 2017,25.34,25.34,22.81,23.33,136875000,1295310000
May 15 2017,28.89,28.93,25.19,25.37,97147900,1476700000
May 14 2017,29.09,30.45,27.79,28.89,67853200,1486220000
May 13 2017,27.22,28.91,25.52,28.91,83564400,1390150000
May 12 2017,30.93,31.68,27.37,27.45,110569000,1579240000
May 11 2017,32.66,32.91,28.03,30.72,206137000,1666830000
May 10 2017,33.3,37.33,31.22,31.96,410466000,1699070000
May 09 2017,28.96,33.76,24.49,33.58,251517000,1477510000
May 08 2017,30.37,30.74,27.33,28.96,132650000,1548860000
May 07 2017,28.2,31.37,28.2,30.29,187718000,1437700000
May 06 2017,26.47,28.59,25.49,28.16,108083000,1348870000
May 05 2017,23.47,27.85,23.42,26.27,218949000,1195810000
May 04 2017,21.04,25.69,20.86,23.39,242912000,1071840000
May 03 2017,15.88,21.8,15.67,21.04,253441000,808247000
May 02 2017,15.92,16.23,15.15,15.89,38692100,810373000
May 01 2017,15.71,16.37,14.88,15.92,66989400,799215000
Apr 30 2017,15.7,16.07,15.47,15.71,43929100,798743000
Apr 29 2017,14.4,15.77,14.36,15.74,45713600,732129000
Apr 28 2017,14.59,14.78,14.06,14.34,41067800,741933000
Apr 27 2017,14.84,15,13.47,14.62,76208000,754472000
Apr 26 2017,15.21,15.79,14.56,14.85,71308800,772651000
Apr 25 2017,14.98,15.43,14.24,15.21,56668300,760872000
Apr 24 2017,13.96,14.97,13.33,14.97,60177200,709098000
Apr 23 2017,13.07,14.41,12.95,13.94,198452000,663271000
Apr 22 2017,11.18,13.07,11.11,13.06,158914000,567234000
Apr 21 2017,10.29,11.54,10.16,11.23,99012200,522165000
Apr 20 2017,9.63,10.66,9.59,10.33,55828300,488681000
Apr 19 2017,10.31,10.35,9.59,9.66,55784900,522923000
Apr 18 2017,10.42,10.94,9.97,10.32,83183300,528060000
Apr 17 2017,10.6,11.18,10.39,10.42,104055000,536824000
Apr 16 2017,10.75,10.9,10.67,10.71,24321400,544263000
Apr 15 2017,10.34,11,10.2,10.79,47922000,523678000
Apr 14 2017,10.13,10.51,9.68,10.39,61137000,512838000
Apr 13 2017,10.76,10.77,9.93,10.15,64187400,544751000
Apr 12 2017,8.83,11.06,8.83,10.79,159255000,446780000
Apr 11 2017,8.91,9.28,8.66,8.85,50700000,450735000
Apr 10 2017,8.72,9.2,8.19,8.92,74425700,440977000
Apr 09 2017,9.89,10.01,8.43,8.71,90963300,499887000
Apr 08 2017,9.34,10.35,9.33,9.92,58489100,471828000
Apr 07 2017,10.22,10.56,9.19,9.37,94765600,516533000
Apr 06 2017,11.12,11.45,9.66,10.25,194300000,561808000
Apr 05 2017,8.25,11.42,7.96,11.09,217834000,416432000
Apr 04 2017,8.12,8.96,7.53,8.29,129208000,409793000
Apr 03 2017,7.74,8.64,7.24,8.07,114179000,390802000
Apr 02 2017,6.86,7.94,6.65,7.74,88560400,346209000
Apr 01 2017,6.65,6.98,6.31,6.88,57711700,335526000
Mar 31 2017,7.02,7.07,5.85,6.67,98922600,353860000
Mar 30 2017,4.18,7.04,4.15,6.98,191251000,210627000
Mar 29 2017,4.14,4.2,4.09,4.19,8479960,208728000
Mar 28 2017,4.07,4.18,4.06,4.16,4297870,205012000
Mar 27 2017,4.07,4.14,4.04,4.08,5162690,204793000
Mar 26 2017,4.07,4.1,4.03,4.06,3911060,204723000
Mar 25 2017,4.07,4.12,3.97,4.07,7904680,205034000
Mar 24 2017,3.97,4.13,3.94,4.08,12524300,199924000
Mar 23 2017,3.93,4,3.92,3.98,3354160,197783000
Mar 22 2017,3.99,4.01,3.89,3.94,5949960,200521000
Mar 21 2017,4.04,4.04,3.98,4.01,4970080,202923000
Mar 20 2017,3.95,4.05,3.89,4.03,4068240,198555000
Mar 19 2017,3.96,4.03,3.9,3.96,6013050,198801000
Mar 18 2017,4.04,4.16,3.86,3.97,12199700,202967000
Mar 17 2017,4.23,4.23,4.04,4.06,11109600,212582000
Mar 16 2017,4.15,4.38,4.1,4.24,12755200,208204000
Mar 15 2017,4.05,4.18,4,4.16,6571900,203099000
Mar 14 2017,4.17,4.17,4.01,4.06,7928910,209412000
Mar 13 2017,3.85,4.25,3.83,4.17,22439100,192979000
Mar 12 2017,3.79,3.86,3.78,3.84,3373750,189874000
Mar 11 2017,3.76,3.84,3.75,3.8,3463740,188428000
Mar 10 2017,3.83,3.88,3.73,3.75,7090150,191858000
Mar 09 2017,3.77,3.84,3.76,3.84,3092100,188704000
Mar 08 2017,3.81,3.82,3.75,3.78,4594400,190712000
Mar 07 2017,3.89,3.91,3.8,3.82,5619560,194991000
Mar 06 2017,3.87,3.93,3.86,3.92,4393810,193846000
Mar 05 2017,3.86,3.9,3.84,3.9,2836910,193336000
Mar 04 2017,3.91,3.92,3.86,3.88,3361400,195730000
Mar 03 2017,3.92,4,3.9,3.92,7515680,196144000
Mar 02 2017,3.8,4.11,3.78,3.92,9439480,189785000
Mar 01 2017,3.77,3.81,3.76,3.8,4405000,188623000
Feb 28 2017,3.8,3.82,3.76,3.77,4045440,190098000
Feb 27 2017,3.81,3.83,3.8,3.8,3766590,190522000
Feb 26 2017,3.82,3.85,3.8,3.83,2688250,190585000
Feb 25 2017,3.85,3.86,3.81,3.83,3581200,192344000
Feb 24 2017,3.83,3.88,3.82,3.85,6921090,191226000
Feb 23 2017,3.8,3.85,3.8,3.84,4096480,189631000
Feb 22 2017,3.79,3.84,3.78,3.81,4547610,188961000
Feb 21 2017,3.76,3.8,3.76,3.78,4110740,187718000
Feb 20 2017,3.77,3.78,3.75,3.77,3128060,187912000
Feb 19 2017,3.79,3.79,3.74,3.76,2701490,189049000
Feb 18 2017,3.83,3.83,3.78,3.79,3209270,190755000
Feb 17 2017,3.78,3.84,3.77,3.83,4001350,188226000
Feb 16 2017,3.8,3.82,3.78,3.79,3991580,189087000
Feb 15 2017,3.77,3.82,3.76,3.81,2683590,187657000
Feb 14 2017,3.72,3.77,3.71,3.77,3994400,184921000
Feb 13 2017,3.77,3.77,3.7,3.72,4721650,187506000
Feb 12 2017,3.8,3.8,3.75,3.76,2706320,188829000
Feb 11 2017,3.78,3.8,3.77,3.79,3340840,187849000
Feb 10 2017,3.8,3.81,3.7,3.78,7918280,188981000
Feb 09 2017,4.03,4.08,3.71,3.8,21297300,200288000
Feb 08 2017,4.05,4.08,3.97,4.02,7016980,201226000
Feb 07 2017,4.05,4.08,4.04,4.04,6570650,201352000
Feb 06 2017,4.06,4.08,4.04,4.04,4972300,201525000
Feb 05 2017,4.07,4.07,4.02,4.04,4635400,201824000
Feb 04 2017,4.08,4.1,4.02,4.06,6926300,202727000
Feb 03 2017,4.08,4.11,4.04,4.08,8548470,202531000
Feb 02 2017,4.08,4.09,4.02,4.09,5175450,202147000
Feb 01 2017,4.08,4.13,4.03,4.08,7753930,202128000
Jan 31 2017,4.02,4.1,4.02,4.08,15799800,199116000
Jan 30 2017,3.86,4.02,3.86,4.02,10192700,191115000
Jan 29 2017,3.85,3.86,3.84,3.85,2804420,190873000
Jan 28 2017,3.85,3.87,3.84,3.85,3305270,190872000
Jan 27 2017,3.84,3.86,3.81,3.86,5049680,190149000
Jan 26 2017,3.71,3.84,3.71,3.83,5817220,183873000
Jan 25 2017,3.79,3.8,3.69,3.71,6863540,187625000
Jan 24 2017,3.84,3.84,3.78,3.79,2629220,189741000
Jan 23 2017,3.86,3.86,3.82,3.84,2725110,190717000
Jan 22 2017,3.9,3.92,3.82,3.84,2630830,192953000
Jan 21 2017,3.89,3.92,3.89,3.9,2717700,192408000
Jan 20 2017,3.86,3.91,3.84,3.89,3427180,190693000
Jan 19 2017,3.84,3.93,3.81,3.86,4090650,189782000
Jan 18 2017,3.94,3.95,3.78,3.84,4321020,194678000
Jan 17 2017,3.91,3.95,3.85,3.94,4816480,192814000
Jan 16 2017,3.92,3.96,3.87,3.9,8159260,193560000
Jan 15 2017,3.89,3.95,3.88,3.93,9341360,191859000
Jan 14 2017,3.89,3.95,3.87,3.9,3999180,191987000
Jan 13 2017,3.95,3.96,3.8,3.89,7720620,194684000
Jan 12 2017,3.84,4.02,3.78,3.96,13690900,189108000
Jan 11 2017,4.6,4.64,3.8,3.85,21863300,226517000
Jan 10 2017,4.3,4.68,4.29,4.59,15157900,211857000
Jan 09 2017,4,4.36,3.93,4.3,11165200,196828000
Jan 08 2017,3.96,4.02,3.9,3.99,11728600,194906000
Jan 07 2017,3.86,3.96,3.61,3.96,14628400,190143000
Jan 06 2017,4.3,4.35,3.84,3.86,11063700,211689000
Jan 05 2017,4.91,4.95,4.23,4.29,19196000,241730000
Jan 04 2017,4.63,4.84,4.63,4.84,13762400,227855000
Jan 03 2017,4.66,4.73,4.56,4.63,10055700,228878000
Jan 02 2017,4.52,4.74,4.48,4.65,14595300,222154000
Jan 01 2017,4.33,4.52,4.33,4.51,11337500,212691000
Dec 31 2016,4.39,4.4,4.29,4.33,9210720,215734000
Dec 30 2016,4.56,4.56,4.29,4.39,11912800,224021000
Dec 29 2016,4.58,4.63,4.51,4.56,9352850,224755000
Dec 28 2016,4.49,4.67,4.49,4.57,10319300,220199000
Dec 27 2016,4.37,4.58,4.33,4.47,9294450,214286000
Dec 26 2016,4.35,4.47,4.28,4.36,7603100,213135000
Dec 25 2016,4.56,4.57,4.22,4.35,11363100,223317000
Dec 24 2016,4.65,4.77,4.42,4.55,19773600,227716000
Dec 23 2016,3.72,4.66,3.71,4.66,15539100,182056000
Dec 22 2016,3.67,3.75,3.66,3.71,3657740,179542000
Dec 21 2016,3.66,3.69,3.65,3.65,2913250,179441000
Dec 20 2016,3.66,3.66,3.64,3.66,2335510,179159000
Dec 19 2016,3.68,3.68,3.65,3.66,2274070,179953000
Dec 18 2016,3.7,3.71,3.66,3.68,1951490,181204000
Dec 17 2016,3.63,3.71,3.61,3.7,2559210,177535000
Dec 16 2016,3.63,3.65,3.61,3.63,1625780,177349000
Dec 15 2016,3.61,3.65,3.6,3.62,2679340,176603000
Dec 14 2016,3.66,3.66,3.59,3.62,2618560,178719000
Dec 13 2016,3.67,3.7,3.65,3.65,1962750,179068000
Dec 12 2016,3.64,3.67,3.62,3.66,2465660,177808000
Dec 11 2016,3.69,3.69,3.63,3.64,1948170,180064000
Dec 10 2016,3.69,3.7,3.64,3.68,2093810,180350000
Dec 09 2016,3.69,3.71,3.68,3.69,1758140,180109000
Dec 08 2016,3.6,3.73,3.6,3.69,2683090,175746000
Dec 07 2016,3.54,3.63,3.51,3.62,2537240,172683000
Dec 06 2016,3.49,3.56,3.49,3.54,3007340,170093000
Dec 05 2016,3.88,3.92,3.33,3.53,11106200,189313000
Dec 04 2016,3.93,3.95,3.9,3.9,1908090,191594000
Dec 03 2016,3.95,3.95,3.91,3.92,1805780,192376000
Dec 02 2016,3.92,3.96,3.92,3.95,2559070,190840000
Dec 01 2016,3.91,3.92,3.89,3.91,1985600,190306000
Nov 30 2016,3.89,3.92,3.88,3.89,1857280,189196000
Nov 29 2016,3.89,3.9,3.87,3.87,2436960,189365000
Nov 28 2016,3.9,3.91,3.88,3.88,1726410,189561000
Nov 27 2016,3.91,3.92,3.88,3.88,1631940,190001000
Nov 26 2016,3.92,3.93,3.88,3.89,1782340,190557000
Nov 25 2016,3.91,3.92,3.89,3.92,2211790,190123000
Nov 24 2016,3.93,3.95,3.89,3.91,2089790,190992000
Nov 23 2016,3.97,3.97,3.92,3.93,2184200,192719000
Nov 22 2016,3.95,3.97,3.91,3.95,2347880,191849000
Nov 21 2016,3.93,3.96,3.92,3.94,1999840,190816000
Nov 20 2016,3.97,3.97,3.9,3.92,2680300,192391000
Nov 19 2016,3.98,3.98,3.94,3.95,2048720,192896000
Nov 18 2016,3.96,4,3.94,3.96,2650960,191930000
Nov 17 2016,4.06,4.07,3.94,3.94,3120160,196573000
Nov 16 2016,3.9,4.03,3.9,4.02,4232760,188998000
Nov 15 2016,3.89,3.96,3.86,3.89,3032290,188377000
Nov 14 2016,3.88,3.89,3.86,3.88,2525810,187837000
Nov 13 2016,3.77,3.91,3.69,3.88,3344370,182326000
Nov 12 2016,3.81,3.83,3.75,3.76,2592430,184604000
Nov 11 2016,3.84,3.84,3.8,3.82,2124360,185609000
Nov 10 2016,3.86,3.87,3.81,3.82,2334820,186617000
Nov 09 2016,3.85,3.94,3.81,3.86,2894790,185956000
Nov 08 2016,3.84,3.86,3.82,3.84,2493340,185467000
Nov 07 2016,3.89,3.89,3.79,3.84,2806430,187897000
Nov 06 2016,3.86,3.92,3.84,3.89,2192880,186487000
Nov 05 2016,3.88,3.93,3.85,3.87,2318820,187313000
Nov 04 2016,3.86,3.89,3.82,3.88,3481430,186157000
Nov 03 2016,4.11,4.18,3.81,3.86,5883490,198519000
Nov 02 2016,4.09,4.13,4.05,4.1,3646100,197384000
Nov 01 2016,4,4.15,3.99,4.09,4714890,192875000
Oct 31 2016,4.04,4.05,3.98,3.99,3893350,194664000
Oct 30 2016,4.1,4.1,4.02,4.03,4364420,197445000
Oct 29 2016,3.98,4.1,3.97,4.09,5732580,191631000
Oct 28 2016,4.04,4.04,3.95,3.97,4260230,194431000
Oct 27 2016,3.96,4.06,3.96,4.02,6216070,190729000
Oct 26 2016,3.91,3.97,3.9,3.96,5418040,188315000
Oct 25 2016,3.87,3.92,3.87,3.9,3154970,186325000
Oct 24 2016,3.92,3.92,3.87,3.87,2999400,188620000
Oct 23 2016,3.89,3.94,3.89,3.92,3927550,187295000
Oct 22 2016,3.81,3.91,3.8,3.89,3858130,183201000
Oct 21 2016,3.79,3.83,3.76,3.81,2881980,182216000
Oct 20 2016,3.81,3.82,3.77,3.78,2417550,183013000
Oct 19 2016,3.85,3.86,3.78,3.8,2243800,184789000
Oct 18 2016,3.95,4.23,3.83,3.84,1790400,189918000
Oct 17 2016,3.89,3.92,3.86,3.91,1716740,186886000
Oct 16 2016,3.88,3.91,3.88,3.89,2160150,186368000
Oct 15 2016,3.9,3.91,3.87,3.87,1664980,187173000
Oct 14 2016,3.91,3.92,3.89,3.9,2142390,187679000
Oct 13 2016,3.75,3.92,3.75,3.91,3798640,179685000
Oct 12 2016,3.82,3.83,3.76,3.76,3154520,183178000
Oct 11 2016,3.8,3.84,3.79,3.82,2025380,182337000
Oct 10 2016,3.82,3.83,3.78,3.8,1420790,183200000
Oct 09 2016,3.84,3.85,3.81,3.82,1239070,184174000
Oct 08 2016,3.86,3.87,3.84,3.84,1544210,185048000
Oct 07 2016,3.84,3.86,3.83,3.86,1596220,183775000
Oct 06 2016,3.85,3.86,3.83,3.85,1415940,184097000
Oct 05 2016,3.83,3.85,3.83,3.84,1394850,183364000
Oct 04 2016,3.84,3.84,3.82,3.82,1116870,183632000
Oct 03 2016,3.85,3.85,3.83,3.84,1207110,184113000
Oct 02 2016,3.85,3.88,3.82,3.84,1373630,183871000
Oct 01 2016,3.85,3.86,3.84,3.85,1426340,183883000
Sep 30 2016,3.84,3.85,3.82,3.84,2104930,183655000
Sep 29 2016,3.84,3.86,3.83,3.85,1674200,183299000
Sep 28 2016,3.85,3.87,3.83,3.84,1905040,183854000
Sep 27 2016,3.86,3.87,3.84,3.85,1734250,184100000
Sep 26 2016,3.8,3.87,3.8,3.86,2148250,181334000
Sep 25 2016,3.8,3.81,3.78,3.81,1540650,181090000
Sep 24 2016,3.81,3.84,3.8,3.81,2118420,181929000
Sep 23 2016,3.77,3.82,3.76,3.81,1572350,179509000
Sep 22 2016,3.86,3.86,3.77,3.77,1445220,183805000
Sep 21 2016,3.87,3.87,3.76,3.84,3853090,184357000
Sep 20 2016,3.83,3.86,3.82,3.84,2263260,182404000
Sep 19 2016,4.04,4.2,3.82,3.83,1606420,192499000
Sep 18 2016,3.81,4.09,3.81,4.04,1727830,181377000
Sep 17 2016,3.8,3.82,3.8,3.81,1568340,180848000
Sep 16 2016,3.82,3.83,3.8,3.81,1663730,181512000
Sep 15 2016,3.83,3.84,3.8,3.81,1793220,182156000
Sep 14 2016,3.82,3.85,3.82,3.83,1322330,181565000
Sep 13 2016,3.83,3.85,3.81,3.82,2219650,182131000
Sep 12 2016,3.87,3.87,3.79,3.82,2454330,183908000
Sep 11 2016,3.97,3.99,3.85,3.86,2100480,188515000
Sep 10 2016,3.97,3.98,3.96,3.97,661652,188630000
Sep 09 2016,3.98,3.99,3.96,3.97,1450080,189118000
Sep 08 2016,3.97,4.01,3.96,3.99,2425520,188381000
Sep 07 2016,3.99,4.13,3.95,3.97,1988370,189261000
Sep 06 2016,3.98,3.99,3.95,3.97,1699160,188974000
Sep 05 2016,4.02,4.03,3.97,3.98,4245990,190686000
Sep 04 2016,3.89,4.04,3.88,4.01,4834060,184540000
Sep 03 2016,3.83,3.91,3.81,3.89,2484220,181349000
Sep 02 2016,3.84,3.84,3.81,3.82,1984050,181757000
Sep 01 2016,3.8,3.85,3.79,3.83,2241890,179752000
Aug 31 2016,3.81,3.81,3.78,3.8,1678550,180189000
Aug 30 2016,3.77,3.82,3.75,3.8,2315030,178314000
Aug 29 2016,3.74,3.79,3.74,3.76,2610000,176842000
Aug 28 2016,3.74,3.76,3.73,3.74,2380150,176715000
Aug 27 2016,3.82,3.83,3.73,3.74,6505780,180864000
Aug 26 2016,3.8,3.85,3.79,3.83,2392690,179722000
Aug 25 2016,3.86,3.87,3.78,3.8,3206370,182248000
Aug 24 2016,3.93,3.95,3.84,3.86,4425210,185610000
Aug 23 2016,3.66,4.01,3.66,3.93,12154100,173066000
Aug 22 2016,3.62,3.66,3.6,3.66,2685030,170790000
Aug 21 2016,3.62,3.63,3.6,3.62,1321380,170829000
Aug 20 2016,3.61,3.63,3.6,3.62,1642330,170236000
Aug 19 2016,3.61,3.62,3.6,3.6,1433570,170319000
Aug 18 2016,3.6,3.64,3.6,3.61,1645410,169884000
Aug 17 2016,3.65,3.65,3.59,3.6,1830120,171832000
Aug 16 2016,3.59,3.65,3.58,3.64,2302180,168951000
Aug 15 2016,3.65,3.68,3.57,3.58,3314040,171883000
Aug 14 2016,3.72,3.72,3.61,3.65,2655030,175008000
Aug 13 2016,3.71,3.75,3.68,3.71,2473190,174620000
Aug 12 2016,3.74,3.75,3.69,3.71,2025430,175966000
Aug 11 2016,3.72,3.75,3.64,3.74,2374230,174921000
Aug 10 2016,3.76,3.81,3.72,3.72,1656370,176955000
Aug 09 2016,3.78,3.78,3.74,3.76,1878160,177889000
Aug 08 2016,3.77,3.8,3.75,3.79,1379300,177444000
Aug 07 2016,3.76,3.81,3.75,3.78,1335400,176649000
Aug 06 2016,3.72,3.77,3.7,3.76,1371060,174833000
Aug 05 2016,3.74,3.74,3.7,3.73,1162030,175755000
Aug 04 2016,3.71,3.75,3.71,3.75,1593350,174289000
Aug 03 2016,3.64,3.74,3.59,3.72,2875880,170828000
Aug 02 2016,3.87,3.89,3.52,3.64,5039290,181673000
Aug 01 2016,4.06,4.06,3.86,3.86,1991690,190585000
Jul 31 2016,4.08,4.08,3.97,4.01,1921460,191302000
Jul 30 2016,4.08,4.09,4.06,4.06,1388580,191389000
Jul 29 2016,3.97,4.1,3.96,4.08,1744370,186270000
Jul 28 2016,3.97,3.99,3.96,3.97,1728410,185791000
Jul 27 2016,3.96,3.99,3.93,3.96,1847300,185692000
Jul 26 2016,4.04,4.05,3.93,3.97,2545920,189020000
Jul 25 2016,4.07,4.08,4.03,4.03,1535980,190621000
Jul 24 2016,4.06,4.08,4.04,4.07,1839420,190145000
Jul 23 2016,4.04,4.06,4.03,4.06,1568890,189102000
Jul 22 2016,4.13,4.14,4.03,4.04,2677970,192936000
Jul 21 2016,4.13,4.14,4.11,4.12,1422410,193228000
Jul 20 2016,4.15,4.16,4.11,4.13,1908710,193958000
Jul 19 2016,4.15,4.17,4.14,4.15,1563330,194028000
Jul 18 2016,4.2,4.2,4.14,4.15,1577810,196145000
Jul 17 2016,4.14,4.21,4.13,4.19,2155230,193199000
Jul 16 2016,4.15,4.16,4.11,4.13,1378140,193834000
Jul 15 2016,4.15,4.18,4.15,4.16,1668020,193859000
Jul 14 2016,4.14,4.18,4.12,4.15,1663660,193166000
Jul 13 2016,4.16,4.18,4.13,4.14,2215370,194119000
Jul 12 2016,4.09,4.21,4.09,4.15,2734250,190754000
Jul 11 2016,4.12,4.19,4.06,4.09,3282920,192038000
Jul 10 2016,4.12,4.15,4.06,4.1,3039620,191996000
Jul 09 2016,4.24,4.24,3.97,4.16,6256370,197337000
Jul 08 2016,4.12,4.23,4.08,4.22,5033530,191626000
Jul 07 2016,4.5,4.53,3.95,4.11,6277860,209306000
Jul 06 2016,4.46,4.51,4.42,4.47,3238960,207751000
Jul 05 2016,4.56,4.56,4.36,4.45,4707390,212025000
Jul 04 2016,4.27,4.54,4.21,4.54,5062640,198695000
Jul 03 2016,4.66,4.66,4.19,4.25,7659710,216679000
Jul 02 2016,4.28,4.61,4.24,4.59,16646200,198801000
